268,Sport,Football,450,2019-07-26
269,Sport,Football,450,2023-05-01
270,Sport,Football,450,2019-12-11
271,Sport,Football,450,2018-09-03
272,Sport,Football,450,2019-12-21
273,Sport,Football,450,2020-09-26
274,Sport,Football,450,2018-12-26
275,Sport,Football,450,2023-07-30
276,Sport,Football,450,2020-03-21
277,Sport,Football,450,2020-02-24
278,Sport,Football,450,2019-03-30
279,Sport,Football,450,2019-10-26
280,Sport,Football,450,2020-04-30
281,Sport,Football,450,2018-09-23
282,Sport,Football,450,2020-12-17
283,Sport,Football,450,2018-12-19
284,Sport,Football,450,2022-06-24
285,Sport,Football,450,2020-01-31
286,Sport,Football,450,2018-06-29
287,Sport,Football,450,2019-07-23
288,Sport,Basketball,300,2020-12-28
289,Sport,Basketball,300,2023-12-10
290,Sport,Basketball,300,2022-04-23
291,Sport,Basketball,300,2022-06-25
292,Sport,Basketball,300,2021-09-23
293,Sport,Basketball,300,2018-12-14
294,Sport,Basketball,300,2022-11-07
295,Sport,Basketball,300,2019-07-24
296,Sport,Basketball,300,2023-11-23
297,Sport,Basketball,300,2023-07-03
298,Sport,Basketball,300,2022-11-24
299,Sport,Basketball,300,2019-01-21
300,Sport,Basketball,300,2018-11-21
301,Sport,Basketball,300,2019-02-01
302,Sport,Basketball,300,2023-09-18
303,Sport,Basketball,300,2023-12-21
304,Sport,Basketball,300,2020-11-24
305,Sport,Basketball,300,2019-12-08
306,Sport,Basketball,300,2023-10-05 
307,Sport,Basketball,300,2022-11-23
308,Sport,Swimming,400,2023-11-12
309,Sport,Swimming,400,2019-11-29
310,Sport,Swimming,400,2023-10-30
311,Sport,Swimming,400,2020-12-09
312,Sport,Swimming,400,2019-05-03
313,Sport,Swimming,400,2022-05-16
314,Sport,Swimming,400,2023-07-15
315,Sport,Swimming,400,2021-11-14
316,Sport,Swimming,400,2023-07-09
317,Sport,Swimming,400,2022-10-16
318,Sport,Swimming,400,2021-12-28
319,Sport,Swimming,400,2023-11-11
320,Sport,Swimming,400,2021-04-19
321,Sport,Swimming,400,2019-08-17
322,Sport,Swimming,400,2022-11-18
323,Sport,Swimming,400,2021-07-26
324,Sport,Swimming,400,2022-01-03
325,Sport,Swimming,400,2018-09-17
326,Sport,Swimming,400,2021-04-03
327,Sport,Swimming,400,2020-02-26
328,Sport,Kung Fu,250,2020-12-19
329,Sport,Kung Fu,250,2021-08-12
330,Sport,Kung Fu,250,2019-01-17
331,Sport,Kung Fu,250,2021-07-14
332,Sport,Kung Fu,250,2019-02-27
333,Sport,Kung Fu,250,2019-07-26
334,Sport,Kung Fu,250,2023-04-17
335,Sport,Kung Fu,250,2019-12-30
336,Sport,Kung Fu,250,2022-11-17
337,Sport,Kung Fu,250,2023-09-27
338,Sport,Kung Fu,250,2019-03-27
339,Sport,Kung Fu,250,2020-06-19
340,Sport,Kung Fu,250,2019-09-27
341,Sport,Kung Fu,250,2023-12-18
342,Sport,Kung Fu,250,2022-01-27
343,Sport,Kung Fu,250,2020-03-28
344,Sport,Kung Fu,250,2022-07-23
345,Sport,Kung Fu,250,2023-12-06
346,Sport,Kung Fu,250,2021-01-25
347,Sport,Kung Fu,250,2020-10-24
